,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
196108,    145,     51,    369,     50,     80,     10,     93,     23,    104,    163
196109,    145,     50,    369,     50,     80,     10,     93,     23,    104,    162
196110,    145,     50,    368,     50,     80,     10,     92,     23,    104,    162
196111,    145,     50,    368,     50,     80,      9,     92,     23,    104,    161
196112,    145,     50,    368,     49,     79,      9,     92,     23,    104,    160
196201,    145,     50,    367,     49,     79,      9,     92,     23,    104,    160
196202,    144,     50,    366,     48,     79,      9,     92,     23,    104,    160
196203,    144,     50,    366,     48,     79,      9,     92,     23,    104,    160
196204,    144,     50,    363,     47,     79,      9,     92,     23,    104,    159
196205,    144,     50,    363,     46,     79,      9,     91,     23,    104,    159
196206,    144,     50,    363,     45,     78,      9,     91,     23,    103,    159
196207,    148,     51,    378,     51,     86,     12,     96,     23,    104,    164
196208,    148,     51,    378,     51,     86,     12,     96,     23,    104,    164
196209,    148,     51,    377,     51,     86,     12,     96,     23,    104,    164
196210,    147,     51,    377,     51,     86,     12,     96,     23,    104,    164
196211,    146,     51,    376,     51,     86,     12,     96,     23,    104,    164
196212,    146,     51,    375,     51,     86,     12,     96,     23,    104,    164
196301,    146,     51,    375,     51,     86,     12,     96,     23,    104,    163
196302,    146,     51,    374,     51,     86,     12,     96,     23,    104,    163
196303,    146,     51,    374,     51,     86,     12,     95,     23,    104,    163
196304,    146,     51,    373,     51,     86,     12,     95,     23,    104,    162
196305,    146,     50,    372,     50,     85,     12,     94,     23,    104,    161
196306,    146,     50,    371,     50,     84,     12,     94,     23,    104,    161
196307,    251,    115,    624,    120,    132,     22,    189,     36,    119,    349
196308,    250,    115,    623,    120,    132,     22,    189,     36,    119,    345
196309,    248,    115,    621,    120,    132,     22,    189,     36,    116,    345
196310,    247,    115,    619,    119,    131,     22,    189,     36,    116,    342
196311,    246,    115,    618,    118,    131,     22,    189,     36,    116,    341
196312,    245,    114,    613,    117,    131,     22,    188,     36,    115,    340
196401,    245,    113,    608,    117,    131,     22,    188,     36,    114,    340
196402,    245,    113,    607,    117,    131,     22,    188,     36,    114,    340
196403,    243,    113,    604,    117,    131,     22,    188,     36,    114,    339
196404,    243,    113,    602,    117,    131,     21,    187,     36,    114,    337
196405,    242,    113,    598,    117,    130,     21,    185,     36,    114,    336
196406,    241,    113,    596,    116,    130,     21,    185,     36,    114,    336
196407,    260,    119,    629,    119,    144,     22,    203,     38,    118,    348
196408,    260,    119,    628,    119,    144,     22,    202,     38,    118,    347
196409,    259,    119,    623,    119,    144,     22,    201,     38,    118,    346
196410,    259,    119,    621,    118,    144,     22,    201,     38,    118,    343
196411,    259,    118,    620,    117,    144,     22,    201,     38,    118,    342
196412,    258,    117,    618,    116,    142,     22,    201,     38,    118,    342
196501,    258,    117,    615,    114,    141,     22,    200,     38,    118,    341
196502,    257,    116,    613,    113,    141,     22,    198,     38,    118,    340
196503,    256,    116,    611,    113,    138,     22,    198,     38,    118,    337
196504,    256,    115,    608,    113,    138,     22,    197,     38,    118,    337
196505,    256,    115,    606,    113,    138,     22,    196,     38,    118,    334
196506,    254,    115,    605,    112,    138,     22,    196,     38,    118,    333
196507,    269,    119,    637,    113,    151,     25,    214,     39,    120,    360
196508,    269,    119,    636,    112,    150,     25,    213,     39,    120,    359
196509,    268,    119,    632,    112,    149,     25,    210,     39,    120,    358
196510,    267,    117,    629,    112,    149,     25,    208,     39,    120,    357
196511,    267,    117,    627,    112,    149,     25,    207,     39,    120,    355
196512,    264,    117,    625,    112,    148,     25,    207,     39,    120,    355
196601,    263,    117,    623,    111,    147,     25,    205,     38,    120,    352
196602,    261,    117,    617,    111,    147,     25,    205,     38,    120,    350
196603,    261,    117,    616,    111,    147,     25,    204,     38,    120,    350
196604,    259,    117,    614,    110,    147,     25,    203,     38,    120,    350
196605,    256,    117,    612,    109,    146,     25,    200,     38,    120,    349
196606,    254,    116,    610,    108,    146,     25,    199,     38,    120,    348
196607,    275,    118,    638,    110,    159,     26,    214,     39,    123,    363
196608,    275,    118,    637,    110,    158,     26,    214,     39,    123,    359
196609,    274,    118,    637,    109,    158,     26,    214,     39,    123,    358
196610,    274,    118,    634,    108,    158,     26,    213,     39,    123,    356
196611,    274,    117,    631,    108,    158,     26,    210,     39,    123,    354
196612,    272,    117,    629,    108,    157,     26,    209,     39,    123,    350
196701,    271,    116,    628,    108,    157,     26,    209,     39,    123,    348
196702,    270,    116,    626,    108,    157,     26,    209,     39,    123,    347
196703,    270,    116,    624,    107,    155,     26,    207,     39,    123,    347
196704,    268,    116,    623,    107,    153,     26,    207,     39,    123,    345
196705,    266,    115,    619,    106,    152,     25,    205,     39,    123,    342
196706,    264,    113,    616,    106,    152,     25,    205,     39,    123,    340
196707,    274,    121,    652,    108,    166,     26,    212,     40,    126,    350
196708,    272,    120,    649,    107,    166,     26,    212,     40,    126,    348
196709,    271,    118,    640,    107,    165,     26,    211,     40,    126,    346
196710,    269,    118,    636,    106,    164,     24,    209,     40,    126,    345
196711,    268,    116,    633,    106,    164,     23,    208,     40,    126,    344
196712,    267,    116,    628,    105,    163,     23,    206,     39,    126,    343
196801,    264,    116,    618,    104,    162,     22,    205,     38,    124,    342
196802,    264,    115,    614,    104,    161,     22,    204,     38,    124,    339
196803,    262,    115,    613,    104,    161,     22,    203,     38,    124,    337
196804,    260,    115,    610,    103,    161,     22,    202,     38,    123,    334
196805,    258,    114,    605,    103,    161,     22,    202,     38,    123,    333
196806,    254,    114,    598,     99,    160,     22,    200,     38,    123,    330
196807,    266,    123,    632,    101,    185,     25,    215,     44,    126,    346
196808,    265,    123,    630,    101,    185,     25,    215,     44,    126,    344
196809,    263,    123,    626,    101,    184,     25,    215,     44,    126,    341
196810,    262,    122,    619,    100,    183,     25,    213,     44,    126,    341
196811,    262,    121,    614,    100,    182,     25,    211,     44,    126,    340
196812,    259,    121,    607,     99,    182,     25,    211,     44,    126,    338
196901,    259,    120,    603,     99,    182,     25,    206,     44,    126,    335
196902,    258,    118,    598,     99,    181,     25,    206,     44,    126,    334
196903,    258,    117,    597,     98,    180,     25,    205,     44,    126,    330
196904,    255,    117,    596,     98,    179,     24,    204,     44,    126,    329
196905,    255,    117,    592,     98,    177,     24,    203,     44,    126,    328
196906,    254,    115,    591,     97,    177,     24,    203,     44,    126,    325
196907,    279,    128,    622,    100,    202,     26,    232,     49,    132,    374
196908,    279,    127,    620,    100,    200,     26,    232,     49,    132,    373
196909,    278,    127,    618,    100,    200,     26,    231,     49,    132,    369
196910,    278,    127,    617,    100,    199,     26,    231,     49,    132,    369
196911,    278,    126,    615,     98,    198,     26,    231,     49,    132,    368
196912,    276,    125,    614,     98,    196,     26,    228,     49,    132,    368
197001,    276,    125,    612,     98,    196,     26,    226,     49,    132,    368
197002,    275,    125,    610,     98,    196,     26,    226,     49,    132,    368
197003,    275,    125,    610,     98,    196,     26,    226,     49,    132,    364
197004,    275,    125,    608,     98,    194,     26,    226,     49,    132,    361
197005,    275,    124,    603,     98,    194,     26,    225,     49,    132,    361
197006,    273,    124,    603,     97,    193,     26,    223,     49,    132,    359
197007,    303,    134,    628,    105,    198,     27,    250,     53,    135,    409
197008,    303,    133,    626,    105,    197,     27,    249,     53,    135,    407
197009,    303,    133,    626,    105,    195,     26,    249,     53,    135,    406
197010,    303,    133,    624,    104,    195,     26,    249,     53,    135,    406
197011,    303,    132,    623,    104,    194,     26,    248,     52,    135,    405
197012,    302,    132,    618,    103,    193,     26,    246,     52,    135,    403
197101,    300,    132,    617,    103,    193,     26,    244,     51,    135,    402
197102,    298,    132,    616,    102,    193,     26,    243,     51,    135,    401
197103,    297,    132,    616,    101,    192,     26,    242,     51,    135,    398
197104,    296,    132,    613,    101,    190,     26,    241,     51,    135,    398
197105,    295,    132,    609,    101,    188,     25,    241,     51,    135,    395
197106,    293,    132,    607,    101,    186,     25,    241,     51,    135,    393
197107,    312,    136,    623,    106,    195,     27,    265,     60,    140,    442
197108,    311,    136,    622,    106,    195,     27,    265,     60,    140,    441
197109,    311,    136,    622,    106,    193,     27,    265,     60,    140,    441
197110,    311,    136,    622,    106,    193,     27,    265,     60,    140,    441
197111,    311,    135,    620,    106,    193,     27,    265,     60,    139,    441
197112,    311,    135,    619,    106,    192,     27,    265,     60,    139,    439
197201,    310,    135,    614,    106,    191,     27,    265,     60,    139,    439
197202,    310,    135,    614,    106,    191,     27,    265,     60,    139,    438
197203,    309,    134,    613,    106,    190,     27,    265,     60,    139,    436
197204,    308,    134,    612,    105,    189,     27,    265,     60,    139,    433
197205,    308,    134,    611,    104,    189,     27,    265,     60,    139,    430
197206,    308,    134,    610,    104,    188,     27,    264,     60,    139,    427
197207,    339,    140,    629,    109,    195,     27,    289,     70,    143,    488
197208,    335,    139,    628,    109,    195,     27,    288,     70,    143,    485
197209,    335,    139,    627,    109,    195,     27,    287,     70,    143,    485
197210,    334,    138,    626,    109,    195,     27,    286,     70,    143,    484
197211,    333,    138,    624,    109,    193,     27,    286,     70,    143,    482
197212,    333,    138,    622,    109,    193,     27,    285,     70,    143,    482
197301,    331,    137,    621,    109,    192,     27,    283,     70,    142,    481
197302,    328,    137,    618,    109,    191,     27,    283,     70,    142,    480
197303,    327,    137,    617,    108,    191,     27,    283,     70,    142,    478
197304,    327,    136,    617,    108,    190,     27,    282,     70,    142,    477
197305,    323,    136,    614,    107,    188,     27,    280,     70,    142,    475
197306,    322,    136,    614,    107,    187,     27,    279,     70,    142,    474
197307,    548,    213,    966,    167,    426,     44,    543,    136,    183,   1929
197308,    542,    211,    961,    165,    423,     44,    538,    136,    183,   1910
197309,    539,    211,    957,    165,    420,     44,    534,    133,    183,   1898
197310,    538,    210,    954,    165,    416,     44,    528,    133,    183,   1887
197311,    534,    205,    943,    163,    408,     44,    522,    133,    183,   1857
197312,    524,    205,    938,    161,    403,     43,    516,    130,    183,   1828
197401,    520,    204,    933,    161,    401,     43,    515,    128,    183,   1814
197402,    518,    203,    930,    161,    398,     43,    513,    128,    183,   1807
197403,    517,    203,    930,    160,    393,     42,    512,    128,    183,   1797
197404,    513,    202,    927,    158,    390,     42,    510,    127,    183,   1791
197405,    507,    201,    919,    158,    387,     42,    506,    125,    182,   1780
197406,    503,    198,    915,    158,    384,     42,    503,    125,    182,   1766
197407,    507,    192,    913,    170,    390,     42,    498,    130,    184,   1738
197408,    503,    189,    910,    168,    384,     42,    496,    129,    184,   1726
197409,    497,    186,    909,    168,    380,     41,    493,    129,    184,   1717
197410,    495,    182,    906,    168,    376,     41,    489,    129,    184,   1706
197411,    493,    180,    902,    167,    374,     41,    488,    129,    182,   1696
197412,    490,    179,    897,    162,    371,     41,    487,    129,    182,   1684
197501,    486,    179,    894,    161,    369,     41,    481,    126,    182,   1674
197502,    485,    179,    893,    160,    367,     41,    481,    125,    182,   1670
197503,    483,    179,    890,    159,    365,     41,    479,    125,    182,   1666
197504,    482,    178,    886,    159,    365,     41,    478,    125,    181,   1657
197505,    482,    177,    885,    159,    364,     41,    478,    125,    181,   1654
197506,    480,    175,    880,    158,    360,     40,    474,    122,    181,   1647
197507,    487,    176,    899,    173,    366,     41,    477,    135,    185,   1659
197508,    485,    174,    893,    173,    364,     41,    477,    135,    185,   1654
197509,    485,    174,    892,    173,    363,     41,    475,    134,    185,   1652
197510,    483,    174,    891,    173,    363,     41,    474,    132,    184,   1644
197511,    481,    174,    889,    172,    362,     41,    470,    132,    184,   1640
197512,    477,    174,    887,    172,    361,     40,    468,    130,    184,   1634
197601,    476,    174,    883,    169,    360,     40,    465,    130,    184,   1626
197602,    474,    174,    879,    168,    360,     40,    464,    130,    184,   1622
197603,    469,    172,    878,    168,    359,     40,    461,    130,    184,   1618
197604,    466,    171,    876,    168,    355,     40,    459,    129,    184,   1612
197605,    465,    171,    870,    165,    354,     40,    458,    129,    184,   1606
197606,    462,    171,    866,    165,    353,     40,    456,    129,    184,   1603
197607,    478,    174,    910,    182,    372,     41,    485,    135,    187,   1665
197608,    475,    172,    903,    182,    372,     41,    481,    135,    187,   1659
197609,    475,    172,    900,    182,    369,     41,    479,    135,    187,   1653
197610,    474,    171,    896,    180,    369,     41,    479,    135,    187,   1650
197611,    473,    171,    893,    179,    367,     41,    477,    134,    187,   1648
197612,    472,    170,    887,    178,    364,     41,    477,    130,    187,   1641
197701,    468,    167,    884,    176,    360,     41,    476,    129,    187,   1635
197702,    466,    166,    881,    174,    358,     41,    475,    128,    187,   1631
197703,    462,    166,    878,    172,    358,     41,    471,    127,    187,   1627
197704,    461,    165,    874,    172,    357,     41,    471,    126,    187,   1624
197705,    457,    165,    867,    169,    356,     41,    470,    124,    187,   1622
197706,    454,    164,    862,    169,    356,     41,    468,    123,    186,   1619
197707,    463,    170,    895,    190,    386,     44,    493,    133,    187,   1674
197708,    459,    168,    893,    187,    383,     44,    488,    132,    187,   1666
197709,    457,    167,    889,    186,    381,     44,    487,    132,    187,   1656
197710,    453,    167,    882,    186,    379,     44,    484,    131,    187,   1650
197711,    452,    167,    880,    184,    377,     44,    481,    130,    187,   1648
197712,    450,    167,    868,    184,    374,     44,    476,    128,    187,   1643
197801,    448,    164,    859,    184,    369,     44,    472,    125,    187,   1628
197802,    444,    164,    856,    184,    368,     44,    470,    125,    187,   1619
197803,    441,    164,    852,    184,    367,     44,    468,    125,    187,   1613
197804,    437,    164,    846,    181,    365,     43,    467,    124,    187,   1610
197805,    432,    164,    835,    178,    363,     43,    463,    123,    187,   1604
197806,    429,    164,    820,    176,    361,     43,    457,    120,    187,   1597
197807,    426,    168,    859,    188,    380,     43,    476,    124,    189,   1661
197808,    420,    165,    855,    185,    378,     43,    474,    124,    187,   1653
197809,    418,    165,    852,    185,    377,     42,    469,    122,    187,   1644
197810,    414,    164,    849,    184,    375,     42,    465,    122,    187,   1635
197811,    414,    164,    844,    184,    374,     41,    461,    122,    187,   1626
197812,    413,    163,    841,    183,    370,     41,    459,    121,    187,   1618
197901,    410,    161,    831,    182,    368,     41,    453,    121,    187,   1607
197902,    406,    160,    828,    179,    367,     41,    452,    120,    187,   1594
197903,    403,    160,    825,    177,    365,     41,    451,    119,    187,   1590
197904,    400,    159,    823,    176,    361,     41,    449,    118,    187,   1577
197905,    399,    158,    820,    175,    360,     40,    449,    117,    187,   1569
197906,    395,    156,    815,    174,    357,     39,    446,    115,    187,   1554
197907,    402,    158,    841,    199,    399,     44,    455,    127,    188,   1644
197908,    398,    158,    834,    198,    399,     43,    453,    126,    187,   1636
197909,    396,    157,    831,    198,    397,     43,    451,    124,    187,   1627
197910,    395,    156,    829,    196,    396,     43,    449,    124,    187,   1623
197911,    393,    154,    826,    195,    392,     42,    446,    124,    187,   1615
197912,    391,    152,    822,    193,    387,     42,    444,    123,    187,   1609
198001,    386,    150,    814,    191,    384,     42,    441,    123,    187,   1589
198002,    384,    148,    810,    191,    382,     42,    439,    122,    187,   1584
198003,    383,    148,    808,    190,    382,     41,    436,    122,    187,   1573
198004,    380,    148,    802,    189,    381,     40,    432,    119,    187,   1566
198005,    377,    147,    800,    188,    378,     39,    430,    117,    186,   1555
198006,    376,    147,    796,    188,    374,     38,    427,    117,    186,   1544
198007,    386,    155,    831,    245,    422,     43,    447,    136,    190,   1638
198008,    385,    154,    827,    244,    418,     43,    446,    135,    189,   1621
198009,    378,    152,    821,    243,    415,     43,    445,    133,    189,   1612
198010,    377,    152,    820,    242,    414,     43,    441,    133,    189,   1603
198011,    376,    152,    816,    241,    411,     43,    440,    132,    189,   1597
198012,    375,    152,    813,    241,    409,     40,    433,    132,    188,   1584
198101,    371,    151,    811,    241,    404,     40,    426,    131,    187,   1576
198102,    368,    149,    807,    238,    403,     40,    423,    130,    187,   1568
198103,    366,    148,    799,    238,    402,     38,    422,    129,    187,   1564
198104,    363,    145,    795,    235,    401,     38,    421,    127,    187,   1558
198105,    361,    144,    791,    234,    401,     38,    419,    126,    187,   1557
198106,    360,    144,    784,    233,    399,     38,    412,    126,    187,   1549
198107,    371,    162,    834,    360,    531,     50,    445,    157,    192,   1732
198108,    366,    162,    830,    359,    531,     49,    443,    157,    191,   1730
198109,    365,    161,    830,    358,    529,     49,    438,    156,    191,   1717
198110,    363,    160,    826,    356,    526,     49,    434,    155,    191,   1707
198111,    361,    159,    823,    355,    524,     47,    431,    155,    191,   1700
198112,    360,    158,    820,    351,    522,     47,    425,    153,    191,   1694
198201,    360,    156,    818,    350,    518,     47,    423,    153,    191,   1681
198202,    358,    156,    813,    349,    516,     47,    421,    153,    191,   1672
198203,    357,    156,    810,    347,    512,     47,    415,    151,    191,   1657
198204,    355,    155,    808,    344,    508,     47,    411,    150,    189,   1639
198205,    352,    154,    807,    343,    508,     46,    405,    150,    189,   1626
198206,    350,    152,    806,    341,    507,     46,    401,    148,    189,   1615
198207,    366,    153,    845,    404,    602,     55,    440,    175,    191,   1712
198208,    363,    153,    841,    402,    600,     55,    438,    174,    191,   1700
198209,    360,    153,    832,    398,    598,     54,    437,    172,    191,   1676
198210,    358,    150,    826,    395,    595,     53,    435,    171,    191,   1660
198211,    353,    149,    823,    394,    593,     53,    432,    170,    191,   1635
198212,    352,    149,    815,    391,    590,     52,    432,    168,    191,   1620
198301,    348,    149,    808,    384,    589,     51,    426,    167,    191,   1597
198302,    347,    149,    803,    379,    588,     51,    423,    165,    191,   1590
198303,    345,    149,    801,    377,    586,     51,    420,    162,    191,   1582
198304,    345,    148,    798,    371,    585,     50,    419,    160,    191,   1575
198305,    344,    148,    797,    367,    578,     49,    416,    160,    190,   1562
198306,    341,    147,    791,    363,    573,     49,    415,    159,    189,   1550
198307,    367,    157,    830,    392,    699,     61,    477,    203,    196,   1719
198308,    365,    157,    824,    383,    697,     60,    473,    201,    195,   1704
198309,    364,    156,    819,    375,    693,     60,    469,    201,    195,   1691
198310,    364,    156,    815,    373,    690,     59,    468,    201,    192,   1683
198311,    364,    154,    813,    372,    688,     59,    466,    201,    192,   1673
198312,    362,    154,    812,    363,    685,     59,    460,    200,    190,   1666
198401,    361,    151,    808,    355,    683,     59,    455,    197,    190,   1651
198402,    353,    151,    803,    352,    681,     59,    449,    195,    190,   1643
198403,    351,    151,    800,    346,    680,     59,    448,    195,    190,   1632
198404,    349,    150,    794,    344,    679,     57,    445,    195,    190,   1621
198405,    346,    147,    793,    342,    678,     57,    442,    192,    190,   1609
198406,    343,    147,    786,    338,    672,     54,    437,    192,    190,   1590
198407,    379,    169,    863,    378,    917,     82,    554,    286,    196,   1845
198408,    375,    169,    862,    375,    914,     82,    553,    285,    195,   1832
198409,    370,    168,    856,    364,    907,     82,    540,    283,    194,   1812
198410,    368,    167,    852,    360,    897,     81,    535,    280,    194,   1787
198411,    365,    167,    843,    350,    891,     80,    530,    279,    194,   1770
198412,    359,    167,    840,    342,    888,     80,    528,    275,    194,   1759
198501,    354,    166,    836,    336,    880,     80,    522,    271,    194,   1733
198502,    353,    166,    824,    334,    875,     79,    517,    270,    194,   1724
198503,    351,    164,    818,    331,    869,     78,    514,    267,    192,   1717
198504,    348,    164,    815,    330,    861,     78,    506,    266,    192,   1703
198505,    341,    160,    810,    326,    856,     77,    499,    266,    191,   1683
198506,    340,    157,    801,    322,    843,     77,    493,    261,    191,   1668
198507,    364,    171,    846,    363,    943,     94,    542,    313,    192,   1750
198508,    362,    170,    837,    358,    933,     93,    536,    312,    192,   1728
198509,    359,    167,    834,    354,    929,     90,    532,    310,    192,   1710
198510,    354,    166,    831,    345,    919,     90,    525,    308,    191,   1701
198511,    351,    164,    824,    339,    912,     88,    517,    305,    191,   1682
198512,    348,    162,    820,    333,    906,     84,    507,    301,    190,   1665
198601,    345,    161,    817,    326,    899,     83,    504,    297,    189,   1639
198602,    341,    161,    814,    321,    894,     83,    500,    294,    189,   1628
198603,    339,    161,    807,    316,    882,     82,    495,    290,    188,   1613
198604,    332,    159,    804,    307,    876,     81,    491,    286,    186,   1599
198605,    328,    158,    798,    300,    872,     79,    487,    282,    185,   1581
198606,    326,    155,    788,    293,    863,     78,    484,    278,    184,   1569
198607,    342,    171,    872,    331,    951,     93,    622,    362,    194,   1763
198608,    339,    170,    867,    322,    942,     93,    619,    359,    194,   1746
198609,    337,    168,    860,    317,    933,     93,    613,    357,    193,   1729
198610,    334,    166,    849,    313,    923,     92,    606,    352,    192,   1718
198611,    328,    165,    844,    303,    912,     91,    600,    345,    192,   1698
198612,    324,    162,    824,    293,    898,     90,    589,    344,    191,   1666
198701,    318,    161,    818,    292,    888,     88,    579,    338,    191,   1651
198702,    318,    161,    814,    287,    886,     88,    577,    335,    191,   1646
198703,    316,    161,    806,    283,    880,     88,    573,    331,    191,   1634
198704,    312,    159,    797,    282,    878,     88,    568,    331,    191,   1626
198705,    309,    159,    795,    279,    873,     88,    567,    331,    191,   1612
198706,    307,    156,    790,    274,    864,     87,    563,    330,    191,   1602
198707,    357,    177,    875,    290,    983,    112,    670,    412,    195,   2048
198708,    355,    174,    868,    287,    973,    108,    664,    410,    195,   2035
198709,    351,    173,    861,    281,    966,    106,    661,    408,    195,   2029
198710,    345,    172,    851,    279,    958,    104,    653,    407,    195,   2008
198711,    343,    171,    844,    275,    952,    104,    641,    401,    195,   1990
198712,    341,    168,    839,    273,    941,    103,    629,    397,    195,   1973
198801,    337,    167,    834,    271,    936,    102,    628,    392,    195,   1957
198802,    336,    166,    825,    269,    921,    101,    622,    390,    194,   1935
198803,    332,    163,    820,    268,    917,     99,    616,    382,    193,   1921
198804,    326,    158,    812,    267,    912,     96,    607,    381,    193,   1908
198805,    321,    155,    801,    265,    902,     94,    590,    379,    193,   1885
198806,    317,    154,    796,    258,    892,     94,    584,    375,    192,   1874
198807,    371,    173,    849,    246,    960,    118,    637,    413,    205,   2078
198808,    370,    172,    842,    242,    950,    116,    624,    406,    203,   2052
198809,    367,    172,    834,    240,    940,    116,    616,    398,    203,   2032
198810,    365,    170,    826,    238,    934,    116,    610,    396,    203,   2018
198811,    361,    170,    813,    235,    924,    115,    601,    391,    202,   2002
198812,    353,    165,    805,    231,    913,    111,    590,    388,    202,   1972
198901,    350,    163,    801,    228,    904,    109,    585,    386,    201,   1955
198902,    348,    161,    796,    227,    893,    106,    581,    384,    201,   1940
198903,    345,    161,    791,    225,    879,    106,    575,    381,    201,   1924
198904,    344,    158,    788,    224,    875,    104,    571,    377,    201,   1906
198905,    339,    158,    782,    222,    863,    103,    562,    374,    200,   1892
198906,    334,    156,    771,    219,    852,    103,    556,    368,    199,   1872
198907,    339,    164,    841,    227,    889,    114,    617,    398,    198,   2001
198908,    337,    162,    833,    225,    884,    110,    610,    396,    198,   1973
198909,    333,    160,    828,    221,    878,    109,    602,    394,    198,   1949
198910,    329,    160,    819,    221,    874,    109,    599,    389,    198,   1937
198911,    325,    159,    815,    220,    863,    109,    592,    387,    198,   1914
198912,    325,    158,    807,    220,    858,    109,    584,    384,    198,   1895
199001,    323,    157,    797,    219,    851,    108,    581,    380,    198,   1874
199002,    322,    155,    794,    218,    845,    108,    574,    378,    197,   1859
199003,    320,    155,    787,    217,    838,    108,    570,    377,    197,   1841
199004,    319,    154,    783,    217,    830,    107,    561,    373,    197,   1826
199005,    319,    153,    777,    215,    823,    106,    555,    371,    197,   1806
199006,    319,    150,    769,    215,    809,    104,    547,    366,    197,   1788
199007,    348,    157,    794,    236,    878,    113,    587,    426,    198,   1943
199008,    347,    155,    788,    234,    871,    111,    580,    426,    198,   1921
199009,    345,    153,    786,    232,    867,    110,    577,    424,    198,   1905
199010,    341,    150,    780,    231,    861,    110,    572,    420,    198,   1890
199011,    340,    150,    776,    230,    854,    108,    566,    415,    195,   1874
199012,    340,    149,    769,    228,    846,    107,    566,    414,    194,   1861
199101,    338,    149,    764,    228,    842,    107,    562,    411,    194,   1837
199102,    337,    149,    761,    226,    838,    106,    557,    406,    194,   1828
199103,    333,    149,    755,    225,    830,    105,    556,    403,    194,   1817
199104,    333,    147,    745,    222,    823,    105,    546,    400,    194,   1798
199105,    328,    146,    738,    221,    819,    105,    542,    398,    194,   1781
199106,    325,    146,    736,    221,    815,    104,    536,    396,    194,   1772
199107,    343,    147,    781,    233,    850,    109,    567,    458,    194,   1876
199108,    339,    146,    777,    233,    847,    107,    564,    454,    194,   1863
199109,    338,    145,    777,    232,    841,    106,    561,    453,    194,   1851
199110,    338,    145,    775,    232,    833,    105,    555,    450,    194,   1839
199111,    335,    143,    772,    232,    826,    104,    550,    450,    194,   1826
199112,    334,    142,    767,    232,    815,    103,    547,    447,    194,   1805
199201,    333,    141,    763,    230,    809,    103,    544,    445,    194,   1789
199202,    331,    141,    762,    227,    805,    101,    537,    440,    194,   1779
199203,    330,    141,    760,    225,    799,    100,    531,    439,    194,   1757
199204,    328,    139,    754,    224,    794,     99,    527,    436,    192,   1739
199205,    326,    135,    749,    218,    785,     99,    523,    432,    192,   1721
199206,    325,    133,    743,    212,    772,     98,    515,    428,    191,   1703
199207,    366,    148,    794,    211,    858,    117,    612,    550,    194,   1839
199208,    363,    142,    789,    206,    848,    114,    608,    548,    194,   1825
199209,    363,    141,    786,    204,    845,    114,    603,    542,    194,   1812
199210,    359,    140,    781,    204,    839,    114,    598,    534,    194,   1792
199211,    356,    140,    778,    204,    834,    114,    594,    534,    194,   1783
199212,    355,    140,    777,    201,    831,    111,    593,    533,    194,   1765
199301,    353,    140,    773,    201,    823,    111,    592,    532,    194,   1747
199302,    351,    140,    772,    200,    820,    111,    589,    529,    194,   1734
199303,    349,    140,    770,    199,    815,    108,    586,    527,    194,   1714
199304,    347,    140,    768,    199,    812,    108,    585,    523,    194,   1706
199305,    346,    140,    764,    199,    809,    108,    585,    519,    194,   1696
199306,    343,    139,    756,    198,    806,    108,    583,    518,    194,   1685
199307,    380,    155,    798,    217,    919,    116,    672,    597,    195,   1907
199308,    379,    155,    793,    216,    917,    115,    669,    591,    195,   1896
199309,    379,    154,    790,    216,    913,    114,    667,    588,    195,   1889
199310,    377,    154,    787,    216,    910,    114,    664,    585,    195,   1876
199311,    376,    152,    780,    214,    908,    114,    662,    583,    195,   1871
199312,    372,    152,    776,    213,    900,    113,    661,    581,    195,   1852
199401,    369,    152,    775,    213,    898,    113,    657,    580,    193,   1832
199402,    369,    151,    770,    213,    894,    111,    654,    575,    193,   1820
199403,    369,    150,    768,    212,    891,    111,    653,    573,    193,   1806
199404,    369,    150,    763,    212,    884,    111,    652,    568,    192,   1795
199405,    369,    150,    760,    209,    877,    111,    649,    562,    192,   1783
199406,    368,    149,    756,    209,    873,    111,    646,    554,    192,   1765
199407,    422,    175,    884,    237,   1008,    152,    772,    624,    192,   2081
199408,    420,    173,    878,    236,   1000,    152,    769,    623,    192,   2062
199409,    418,    173,    878,    233,    992,    149,    761,    619,    192,   2046
199410,    416,    173,    877,    230,    986,    149,    759,    610,    191,   2034
199411,    412,    172,    874,    228,    979,    149,    757,    606,    191,   2021
199412,    409,    170,    869,    225,    969,    145,    752,    601,    190,   2006
199501,    409,    169,    866,    224,    962,    143,    746,    596,    190,   1980
199502,    406,    169,    861,    223,    956,    142,    744,    592,    189,   1965
199503,    401,    169,    855,    221,    947,    141,    739,    586,    189,   1949
199504,    399,    169,    851,    220,    944,    141,    730,    582,    189,   1931
199505,    393,    169,    845,    219,    942,    137,    722,    575,    187,   1914
199506,    390,    167,    839,    218,    931,    134,    714,    574,    185,   1897
199507,    413,    195,    905,    223,   1053,    156,    779,    622,    186,   2104
199508,    410,    191,    905,    222,   1045,    154,    774,    614,    186,   2093
199509,    409,    190,    900,    221,   1043,    149,    770,    609,    185,   2081
199510,    406,    189,    896,    219,   1036,    148,    763,    604,    185,   2061
199511,    403,    189,    890,    218,   1031,    147,    757,    595,    185,   2047
199512,    402,    188,    887,    218,   1020,    146,    752,    592,    185,   2029
199601,    400,    185,    880,    217,   1015,    145,    746,    588,    185,   1994
